Status,Q8,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q15_16,Q15_17,Q15_18,Q15_19,Q15_20,Q15_21,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19,Q20,Q21,Q22,Q23,Finished,Q11
IP Address,Yes,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Physicist,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,As part of a group,No,No,No,TRUE,Getting new insights into socially relevant problems and testing in a real-world setting some inference techniques developed by our group
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,Individually,No,No,No,TRUE,I have already worked with this kind of data and I would like to do it again to see how I could adopt and improve my previously developed methods.
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,Individually,No,No,No,TRUE,"I am excited to see this computer science style of project in the social sciences, and I want the endeavor to succeed. "
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,The challenge is about Fragile Families and making a change for the better. I think some very interesting analysis can be done here and the same can be used to solve some real world problems.
IP Address,Yes,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Individually,Yes,No,No,TRUE,The opportunity to do a data science project that may help people in the future someday.
IP Address,Yes,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,POL572 Problem Set.
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,"I am a TA for Mark Ratkovic's course, where students will be taking on the Challenge as an assignment."
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,Participating is an assignment for a course I am taking--POL 572: Quantitative Analysis II.
IP Address,Yes,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,I am participating as a part of my coursework. 
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,For a class
IP Address,Yes,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,Individually,No,No,No,TRUE,Both for the technical challenge of predictive learning and for the opportunity to work on Fragile Families study and contribute to insights in health care and social science.
